iter,loss,acc
5650,0.253663,0.927
5660,0.253748,0.9257
5670,0.254277,0.9272
5680,0.253011,0.9275
5690,0.253482,0.9253
5700,0.253916,0.9261
5710,0.254894,0.9286
5720,0.255061,0.9288
5730,0.254036,0.9268
5740,0.252251,0.9251
5750,0.251647,0.9275
5760,0.251967,0.9275
5770,0.252393,0.9271
5780,0.253142,0.9271
5790,0.253764,0.9278
5800,0.253524,0.9277
5810,0.251144,0.9282
5820,0.252018,0.9273
5830,0.251601,0.9276
5840,0.251574,0.9276
5850,0.249304,0.9288
5860,0.250712,0.9286
5870,0.250099,0.9282
5880,0.249413,0.9281
5890,0.250136,0.9289
5900,0.249177,0.9275
5910,0.247164,0.9283
5920,0.248052,0.9271
5930,0.247059,0.9289
5940,0.247743,0.9294
5950,0.247865,0.9292
5960,0.247683,0.929
5970,0.24704,0.9291
5980,0.247774,0.9291
5990,0.245671,0.9281
6000,0.24767,0.929
6010,0.247265,0.9286
6020,0.250499,0.9268
6030,0.247182,0.9291
6040,0.246193,0.9285
6050,0.244979,0.9287
6060,0.245005,0.9289
6070,0.245735,0.9291
6080,0.246347,0.9289
6090,0.245682,0.9297
6100,0.246149,0.9298
6110,0.245839,0.9297
6120,0.247942,0.9294
6130,0.246632,0.9283
6140,0.243998,0.9286
6150,0.244719,0.9288
6160,0.24622,0.9294
6170,0.247447,0.9283
6180,0.245318,0.9308
6190,0.243818,0.9292
6200,0.244527,0.9297
6210,0.24335,0.9302
6220,0.243514,0.931
6230,0.242911,0.9297
6240,0.242028,0.9282
6250,0.241977,0.9296
6260,0.243466,0.9302
6270,0.241754,0.93
6280,0.242486,0.9301
6290,0.243042,0.9295
6300,0.240701,0.9307
6310,0.240693,0.9305
6320,0.241306,0.931
6330,0.245564,0.9305
6340,0.24036,0.9312
6350,0.240079,0.9301
6360,0.23996,0.9302
6370,0.239074,0.9308
6380,0.238853,0.9297
6390,0.238413,0.9314
6400,0.238425,0.9316
6410,0.238166,0.932
6420,0.237692,0.9314
